Year,Month,DayPeriod,Type,Operator,Location,LocationType,Continent,Country,WaterBodyType,WaterBodyName,FederalSubject,CauseCategory,WeatherCondition,Survivors,FlightPhase,Aboard,Ground,Fatalities,SurvivalSeverity,latitude,longitude,geocoded_info
1968,Aug,Morning,Fairchild-Hiller FH-227B,Piedmont Airlines,"Charleston, West Virginia",Land,North America,United States,Unknown,Unknown,West Virginia,Weather,Fog,No,Landing,37,0,35,Partial Survived,38.3505995,-81.6332812,
1969,Mar,Unknown,Douglas DC-4,Continental Air Transport,Atlantic Ocean,Watery,Unknown,Unknown,Ocean,Atlantic Ocean,Unknown,Unknown,Unknown,No,En Route,3,0,3,None Survived,13.581921,-38.320312,
1968,Aug,Morning,Sikorsky S-61L helicopter,Los Angeles Airways,"Compton, California",Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Unknown,21,0,21,None Survived,33.894927,-118.226624,
1968,Aug,Morning,Antonov AN-24V,United Arab Airlines," Port Said, Egypt",Land,Africa,Egypt,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,40,0,40,None Survived,31.263235,32.305505,
1968,Aug,Night,Hawker Siddeley HS-748-215-2,Linea Aeropostal Venezolana," Maturin, Venezuela",Land,South America,Venezuela,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,7,0,4,Partial Survived,9.7422774,-63.1888854,
1968,Aug,Morning,Cessna 172,Island Sky Ferry - Air Taxi,"Lopez, Washington",Land,North America,United States,Unknown,Unknown,Washington,Weather,Fog,No,Unknown,2,0,0,All Survived,48.4955949,-122.9041221,
1968,Aug,Unknown,de Havilland Canada DHC-3 Otter,Westwing," Odda, Norway",Land,Europe,Norway,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,6,0,5,Partial Survived,60.0679248,6.5469316,
1968,Sep,Night,Ilyushin IL-18,Bulair TABSO," Burgas, Bulgaria",Land,Europe,Bulgaria,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,89,0,47,Partial Survived,42.4936616,27.4721276,
1968,Sep,Afternoon,Cessna 402 / Piper PA-28,Far Aviation - Air Taxi / Speeds Flying - Air Taxi,"Flushing, New York",Land,North America,United States,Unknown,Unknown,New York,External,Unknown,No,Unknown,9,0,2,Partial Survived,40.7654301,-73.8174291,
1968,Sep,Morning,Sud-Aviation Caravelle 3,Air France," Cap d'Antibes, France",Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,95,0,95,None Survived,43.5548344,7.1284027,
1968,Sep,Unknown,Boeing KC-135A,Military - U.S. Air Force,Wake Island,Land,Unknown,Wake Island,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,52,0,11,Partial Survived,19.2969291,166.6255924,
1968,Sep,Unknown,Douglas C-54B,Pan African Airlines,"Port Harcourt, Biafra, Nigeria",Land,Africa,Nigeria,Unknown,Unknown,Biafra,Unknown,Unknown,No,Landing,57,1,57,None Survived,4.7676576,7.0188527,Matched: Port Harcourt
1968,Oct,Morning,Beechcraft D50A,Kenai Air Service - Air Taxi,"Kenai, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,3,0,3,None Survived,60.5544444,-151.258333,
1968,Oct,Unknown,de Havilland Canada C-7B Caribou,Military - U.S. Air Force," Camp Evans, Vietnam",Land,Asia,Vietnam,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,13,11,13,None Survived,40.1888889,-74.0647222,Matched: Camp Evans
1968,Oct,Afternoon,de Havilland C-7B / Boeing Vertol CH-47A,Military - U.S. Air Force / Military -  U.S. Army," Camp Evans, South Vietnam",Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,External,Unknown,No,Unknown,25,0,25,None Survived,40.1888889,-74.0647222,Matched: Camp Evans
1968,Oct,Night,de Havilland DH-104,Catalina - Vega - Air Taxi,"Las Vegas, Nevada",Land,North America,United States,Unknown,Unknown,Nevada,Unknown,Unknown,No,Unknown,4,0,4,None Survived,36.1674263,-115.1484131,
1968,Oct,Unknown,Britten-Norman BN-2 Islander,Aerovias del Valle,"Puerto Cortes, Costa Rica",Land,North America,Costa Rica,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived,8.9614477,-83.5239723,
1968,Oct,Evening,Piper PA-23,Augusta Aviaiton - Air Taxi,"Derry, Pennsylvania",Land,North America,United States,Unknown,Unknown,Pennsylvania,External,Unknown,No,Landing,3,0,2,Partial Survived,40.3339589,-79.2997573,
1968,Oct,Unknown,Avia 14-40,Ceskoslovenske Aerolinie," Prague, Czechoslovakia",Land,Unknown,Unknown,Unknown,Unknown,Czechoslovakia,Unknown,Unknown,No,Take,40,0,11,Partial Survived,50.0596288,14.4464593,Matched: Prague
1968,Oct,Unknown,Lockheed C-130E Hercules,Military - Turkish Air Force," Izmir, Turkey",Land,Europe,Turkey,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived,38.23166,27.02997,
1968,Oct,Unknown,Douglas C-47A-25,Cruzeiro,"FeijÃƒÂ³, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,19,0,19,None Survived,-8.1648652,-70.3539579,
1968,Oct,Morning,Douglas C-47D,Military - U.S. Air Force," Ban Me Thuot, South Vietnam",Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,Unknown,Unknown,No,Landing,23,0,23,None Survived,12.6796827,108.0447368,Matched: Ban Me Thuot
1968,Oct,Evening,Fairchild-Hiller FH227C,Northeast Airlines,"Han, New Hampshire",Land,North America,United States,Unknown,Unknown,New Hampshire,Unknown,Unknown,No,Landing,42,0,32,Partial Survived,42.743638,-71.2097063,
1968,Nov,Morning,Aero Commander 680-E,Barrow Air Service - Air Taxi,"Barrow, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Mechanical,Unknown,No,Unknown,8,0,7,Partial Survived,71.2905366,-156.78844,
1968,Nov,Night,McDonnell Douglas DC-8-62,Japan Air Lines,"San Francisco, California",Land,North America,United States,Unknown,Unknown,California,Weather,Rain,No,Landing,107,0,0,All Survived,37.7792588,-122.4193286,
1968,Nov,Evening,de Havilland Canada DHC-6 Twin Otter 200,Cable Commuter,"Santa Ana, California",Land,North America,United States,Unknown,Unknown,California,Weather,Fog,No,Landing,9,0,9,None Survived,33.7494951,-117.873221,
1968,Nov,Unknown,Curtiss C-46D-20-CU,Air America,"Savannakhet, Laos",Land,Asia,Laos,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,28,0,26,Partial Survived,16.5001958,105.7155946,
1968,Nov,Afternoon,Cessna 185,Stikine Air Service - Air Taxi,"Point Baker, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,5,0,2,Partial Survived,56.348844,-133.6171283,
1968,Dec,Morning,Fairchild F-27B,Wien Consolidated Airlines,"Pedro Bay, Alaska",Watery,North America,United States,Gulf,"Pedro Bay,",Alaska,Weather,Unknown,No,Unknown,39,0,39,None Survived,59.786763,-154.1430408,
1968,Dec,Evening,Beechcraft E18S,Conquest Airways - Air Taxi,"St. Thomas, Virgin Islands",Land,Unknown,Unknown,Unknown,Unknown,Virgin Islands,Unknown,Unknown,No,Unknown,11,0,3,Partial Survived,18.3429081,-64.9188997,
1968,Dec,Morning,Aero Commander 560-F,Northwest Moon - Air Taxi,"Wolf Creek, Montana",Land,North America,United States,Unknown,Unknown,Montana,Weather,Unknown,No,En Route,3,0,3,None Survived,47.0060833,-112.0692749,
1968,Dec,Night,Boeing B-707-321B,Pan American World Airways," Caracas, Venezuela",Land,South America,Venezuela,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,51,0,51,None Survived,10.5060934,-66.9146008,
1968,Dec,Evening,Convair CV-580,Allegheny Airlines,"Bradford, Pennsylvania",Land,North America,United States,Unknown,Unknown,Pennsylvania,Weather,Rain,No,Landing,47,0,20,Partial Survived,41.7746685,-76.5264613,
1968,Dec,Night,Lockheed L-100 Hercules,Interior Airways,"Prudhoe Bay, Alaska",Watery,North America,United States,Gulf,"Prudhoe Bay,",Alaska,Weather,Snow,No,Unknown,4,0,2,Partial Survived,70.326677,-148.9432527,
1968,Dec,Unknown,Boeing 707-321CF,Pan American World Airways,"Elmendorf Air Force Base, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Weather,Snow,No,Take,3,0,3,None Survived,61.2532817,-149.8081736,
1968,Dec,Unknown,Douglas DC-3,Exportada De Sal S.A.,"Ensenada, Mexico",Land,North America,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,12,0,12,None Survived,31.8658887,-116.602983,
1968,Dec,Evening,Convair CV-580,North Central Airlines,"Chicago, Illinois",Land,North America,United States,Unknown,Unknown,Illinois,Unknown,Unknown,No,Landing,45,1,27,Partial Survived,41.8755616,-87.6244212,
1969,Mar,Unknown,Lockheed C-130E Hercules,Military - U.S. Air Force,"Ching Chuan Kang AB, Taiwan",Land,Asia,Taiwan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,12,0,12,None Survived,22.5673132,113.8823082,Matched: Ching Chuan Kang AB
1969,Mar,Afternoon,de Havilland DHC-6,Wien Consolidated Airlines,"Minchumina, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,5,0,1,Partial Survived,63.816697,-152.3729903,
1968,Dec,Morning,Vickers Viscount 720,MaRobertson-Miller Airlines,"Port Hedland, WA, Australia",Land,Oceania,Australia,Unknown,Unknown,WA,Unknown,Unknown,No,Unknown,26,0,26,None Survived,-20.3111814,118.5801181,
1968,Dec,Unknown,Douglas DC-3,Servicios AÃƒÂ©reos Especiales," Ciudad Vitoria, Mexico",Land,North America,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,26,0,26,None Survived,-4.6232085,55.452359,Matched: Ciudad Vitoria
1969,Jan,Evening,Douglas DC-3D,China Airlines (Taiwan),"Mount Paku, Taiwan",Land,Asia,Taiwan,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,24,0,24,None Survived,-36.8993381,174.8397235,Matched: Mount Paku
1969,Jan,Afternoon,Bell 205A,ERA Helicopter,"Tyonek, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,2,0,2,None Survived,61.0684293,-151.1409141,
1969,Jan,Night,Boeing B-727-113C,Ariana Afghan Airlines,"Gatwick Airport, Horley, Surrey,  England",Land,Europe,England,Unknown,Unknown,Horley,Unknown,Unknown,No,Unknown,65,2,50,Partial Survived,51.1541082,-0.1823116,Matched: Gatwick Airport
1969,Jan,Evening,Convair CV-580,Allegheny Airlines," Bradford, Pennsylvania",Land,North America,United States,Unknown,Unknown,Pennsylvania,Weather,Snow,No,Landing,28,0,11,Partial Survived,41.7746685,-76.5264613,
1969,Jan,Unknown,Douglas DC-3,China Air Lines,"Mount Tawu, Thailand",Land,Asia,Thailand,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,24,0,24,None Survived,14.8971921,100.83273,Matched: Thailand
1969,Jan,Evening,McDonnell Douglas DC-8-62,Scandinavian Airlines (SAS)," Los Angeles, California",Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Landing,45,0,15,Partial Survived,34.0536909,-118.242766,
1969,Jan,Unknown,Unknown,Air America," Hue, Vietnam",Land,Asia,Vietnam,Unknown,Unknown,Unknown,Weather,Unknown,No,En Route,12,0,12,None Survived,16.4639321,107.5863388,
1969,Jan,Evening,Boeing B-727-22QC,United Air Lines," Los Angeles, California",Land,North America,United States,Unknown,Unknown,California,Weather,Rain,No,Take,38,0,38,None Survived,34.0536909,-118.242766,
1969,Feb,Unknown,Lockheed HC-130H Hercules,Military - U.S. Air Force,  Taiwan,Land,Asia,Taiwan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,13,0,13,None Survived,23.9739374,120.9820179,
1969,Feb,Morning,Beechcraft C-45H,Pudget Sound Air - Air Taxi,"Port Angeles, Washington",Land,North America,United States,Unknown,Unknown,Washington,Unknown,Unknown,No,Unknown,10,0,10,None Survived,48.118146,-123.430741,
1969,Feb,Morning,Lockheed C-130H,Military - U.S. Air Force," Batan Islands, Philippines",Land,Asia,Philippines,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,14,0,13,Partial Survived,20.5,121.9,
1969,Feb,Morning,Douglas DC-3,Mineral County Airlines," Lone Pine, California",Land,North America,United States,Unknown,Unknown,California,Weather,Rain,No,Unknown,35,0,35,None Survived,36.6049644,-118.0631279,
1969,Feb,Unknown,Handley Page Dart Herald 201,Far Eastern Air Transport,"Tainan, Taiwan",Land,Asia,Taiwan,Unknown,Unknown,Unknown,Mechanical,Clear,No,Take,36,0,36,None Survived,22.9912348,120.184982,
1969,Mar,Evening,de Havilland DH-114 Heron 2D,Prinair,"San Juan, Puerto Rico",Land,North America,Puerto Rico,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,19,0,19,None Survived,18.384239,-66.05344,
1969,Mar,Afternoon,McDonnell Douglas DC-9-32,Venezolana Internacional de Aviacion,"Maracaibo, Zulia, Venezuela",Land,South America,Venezuela,Unknown,Unknown,Zulia,Unknown,Unknown,No,Take,84,70,84,None Survived,10.6498095,-71.6443596,
1969,Mar,Morning,Bell 47G2A1 / Cessna 150H,Leamon Flying Service,"Kansas City, Kansas",Land,North America,United States,Unknown,Unknown,Kansas,External,Unknown,No,Unknown,3,0,3,None Survived,39.1134562,-94.626497,
1969,Mar,Night,Ilyushin IL-18D,United Arab Airlines," Aswan, Egypt",Land,Africa,Egypt,Unknown,Unknown,Unknown,Unknown,Clear,No,Unknown,105,0,100,Partial Survived,24.091071,32.897306,
1969,Mar,Morning,Douglas DC-3,Avion Airways,"New Orleans, Louisiana",Land,North America,United States,Unknown,Unknown,Louisiana,Weather,Fog,No,Landing,27,0,16,Partial Survived,29.9559145,-90.0730259,
1969,Apr,Afternoon,Curtiss C-46F,Islands of the Bahamas Inc," New Providence Island, Bahamas",Land,North America,Bahamas,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived,25.0302511,-77.3960341,
1969,Apr,Unknown,Antonov AN-24V,LOT Polish Airlines,"Zawoja, Poland",Land,Europe,Poland,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,53,0,53,None Survived,49.6600228,19.5579106,
1969,Apr,Afternoon,Boeing Vertol CH47C (helicopter),Military - U.S. Army," Quang Tri, South Vietnam",Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,Unknown,Unknown,No,Unknown,78,0,24,Partial Survived,17.7300592,106.3855577,
1969,Apr,Unknown,Vickers 757 Viscount,Air Canada,"Sept-ÃƒÅ½les, Canada",Land,North America,Canada,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,21,0,1,Partial Survived,50.2109579,-66.3790642,
1969,Apr,Afternoon,Lockheed EC-121M,Military - U.S. Navy," Chongjin, North Korea",Land,Asia,North Korea,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,31,0,31,None Survived,41.783248,129.8206615,
1969,Apr,Unknown,Curtiss C-46,Wigmo,"Kinshasa, Zaire",Land,Unknown,Unknown,Unknown,Unknown,Zaire,Unknown,Unknown,No,Landing,45,0,45,None Survived,-4.3196982,15.3424196,
1969,Apr,Afternoon,de Havilland DHC-2,Simpson Air Service - Air Taxi,"Craig, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,9,0,9,None Survived,55.4763889,-133.148333,
1969,Apr,Afternoon,Fokker F-27 Friendship 100,Indian Airlines,"Khulna, Bangladesh",Land,Asia,Bangladesh,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Unknown,44,0,44,None Survived,22.9372087,89.2852741,
1969,Apr,Unknown,Douglas DC-3,Ghana Airways," Takoradi, Ghana",Land,Africa,Ghana,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,33,0,1,Partial Survived,4.887401,-1.7519316,
1969,Apr,Afternoon,Lockheed EC121R,Military - U.S. Air Force," Nakhon Ratchasima , Thailand",Land,Asia,Thailand,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,18,0,18,None Survived,14.9747339,102.0981161,
1969,May,Unknown,Douglas DC-3,Argentina CAA,"Las Higueras, Argentina",Land,South America,Argentina,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,11,0,11,None Survived,-33.0897797,-64.2854491,
1969,May,Unknown,Douglas C-47A,Military - Argentine Air Force,"Rio Cuarto, Argentina",Land,South America,Argentina,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,11,0,11,None Survived,-33.1237585,-64.3489782,
1969,May,Afternoon,Boeing Vertol CH47A (helicopter),Military - U.S. Army," Chon Thanh, South Vietnam",Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,Unknown,Unknown,No,Landing,74,0,30,Partial Survived,11.4163925,106.6155519,Matched: Chon Thanh
1969,May,Afternoon,Curtiss C-46F,Flying W Airways,"Medford, New Jersey",Land,North America,United States,Unknown,Unknown,New Jersey,Unknown,Unknown,No,Unknown,2,0,2,None Survived,39.9009472,-74.8234961,
1969,May,Unknown,Douglas C-47,Union of Burma Airways," Lashio, Myanmar",Land,Asia,Myanmar,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,6,0,6,None Survived,22.9418628,97.745165,
1969,May,Morning,Fokker F-27 Friendship 600,Aero Transporti Italiani,"Reggio di Calabria, Italy",Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,36,0,1,Partial Survived,38.1035389,15.6397556,
1969,Jun,Morning,Boeing B-727-64,Compania Mexicana de Aviacion," Salinas Victoria, Nuevo Leon, Mexico",Land,North America,Mexico,Unknown,Unknown,Nuevo Leon,Weather,Rain,No,Unknown,79,0,79,None Survived,26.1216805,-100.3270877,
1969,Jun,Morning,Cessna 337C,Eureka Aero Inc. - Air Taxi,"North Bend, Oregon",Land,North America,United States,Unknown,Unknown,Oregon,Unknown,Unknown,No,Landing,3,0,3,None Survived,43.4065089,-124.2242824,
1969,Jun,Unknown,Boeing RC-135E,Military - U.S. Air Force," Andreanof Islands, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,En Route,19,0,19,None Survived,52.08784,-173.6493688,
1969,Jun,Afternoon,Beechcraft 99,Cascade Airways,"Pasco, Washington",Land,North America,United States,Unknown,Unknown,Washington,Unknown,Unknown,No,Unknown,2,0,2,None Survived,46.2306739,-119.0921,
1969,Jun,Unknown,Fairchild C-119,Military - Indian Air Force,"Agra, India",Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,14,0,14,None Survived,27.1752554,78.0098161,
1969,Jul,Evening,Beechcraft B-99,Air South," Monroe, Georgia",Land,Europe,Georgia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,14,0,14,None Survived,33.0142344,-83.9044159,
1969,Jul,Unknown,Douglas DC-3,Royal Nepal Airlines,"Hitauda, Nepal",Land,Asia,Nepal,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,35,0,35,None Survived,28.3780464,83.9999901,Matched: Nepal
1969,Jul,Afternoon,Grumman G-44A,Interior Airways - Air Taxi,"Barrow, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Landing,2,0,2,None Survived,71.2905366,-156.78844,
1969,Jul,Morning,de Havilland Canada DHC-6 Twin Otter 200,New York Airways,"New York City, New York",Land,North America,United States,Unknown,Unknown,New York,Unknown,Unknown,No,Take,14,0,3,Partial Survived,40.7127281,-74.0060152,
1969,Jul,Afternoon,Cessna 320,Safeway Airways,"Sparrevohn, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Weather,Rain,No,Unknown,4,0,4,None Survived,61.0960436,-155.5746051,
1969,Jul,Evening,De Havilland DH-104 Dove,Trans Isle Air,"Kekaha, Hawaii",Land,North America,United States,Unknown,Unknown,Hawaii,Mechanical,Unknown,No,Unknown,13,0,1,Partial Survived,21.970833,-159.715,
1969,Jul,Afternoon,Boeing 707-331C,Trans World Airlines,"Atlantic City, New Jersey",Watery,Unknown,Unknown,Ocean,Atlantic,Unknown,Unknown,Unknown,No,Landing,5,0,5,None Survived,39.3642852,-74.4229351,"Matched: Atlantic City, New Jersey"
1969,Jul,Unknown,Sud Aviation SE-210 Caravelle 6N,Air Algerie,"Biskra, Algeria",Land,Africa,Algeria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,37,0,33,Partial Survived,34.8508816,5.729074,
1969,Jul,Afternoon,Bell 47G3B1,Halvorson - Air Taxi,"Grand Canyon, Arizona",Land,North America,United States,Unknown,Unknown,Arizona,Mechanical,Unknown,No,Landing,3,0,3,None Survived,36.0980405,-112.0962787,
1969,Aug,Unknown,Lockheed L-1049H Super Constellation,Canairelief Air,"Uli , Nigeria",Land,Africa,Nigeria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived,5.4624508,6.1474935,
1969,Aug,Afternoon,Bell 47G-2,Prior Aviatoin - Air Taxi,"Niagra Falls, Canada",Land,North America,Canada,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Unknown,3,0,3,None Survived,35.078229,-92.4065783,Matched: Niagra Falls
1969,Aug,Evening,Pilatus Pc-6C,Air America," Long Tieng, Laos",Land,Asia,Laos,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,13,0,13,None Survived,19.1118998,102.9181991,
1969,Aug,Unknown,Douglas C-47B,TAO,"Sucre, Ecuador",Land,South America,Ecuador,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,0,1,None Survived,-0.7326786,-80.4199056,
1969,Aug,Unknown,Ilyushin IL-18,Aeroflot,"Moscow, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,112,0,16,Partial Survived,55.625578,37.6063916,
1969,Dec,Unknown,Boeing B-707-328B,Air France," Caracas, Venezuela",Land,South America,Venezuela,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,62,0,62,None Survived,10.5060934,-66.9146008,
1969,Dec,Unknown,Antonov An-12PL,Aeroflot," Khantanga, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,8,0,8,None Survived,64.6863136,97.7453061,Matched: Russia
1969,Aug,Evening,Cessna 172H,Private Charter,"Newton, Iowa",Land,North America,United States,Unknown,Unknown,Iowa,Weather,Rain,No,Unknown,3,0,3,None Survived,41.6997139,-93.0538852,
1969,Sep,Morning,Douglas C-47,Military - Royal Lao Air Force," Pakse, Laos",Land,Asia,Laos,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,35,0,35,None Survived,15.1154053,105.8271566,
1969,Sep,Morning,Lockheed EC121R,Military - U.S. Air Force,"Korat Air Base, Thailand",Land,Asia,Thailand,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,16,4,4,Partial Survived,14.9358651,102.084574,
1969,Sep,Afternoon,Douglas DC-3,SATENA," Medina, Colombia",Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,28,0,28,None Survived,4.510562,-73.3507441,
1969,Sep,Afternoon,MD Douglas DC-9-31/Piper Cherokee PA-28,Allegheny Airlines / Forth Corporation," Fairland, Indiana",Land,North America,United States,Unknown,Unknown,Indiana,External,Unknown,No,Unknown,83,0,83,None Survived,39.5859946,-85.8634727,
1969,Sep,Unknown,BAC One-Eleven 402AP,Philippine Air Lines," Antipolo, Philippines",Land,Asia,Philippines,Unknown,Unknown,Unknown,Weather,Clear,No,Landing,47,0,45,Partial Survived,14.5871972,121.1759246,
1969,Sep,Evening,Douglas DC-3,VASP,"Londrina-Parana, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Clear,Yes,Landing,21,0,20,Partial Survived,-23.3145438,-51.1625937,
1969,Sep,Evening,Convair CV-640,PacifiWestern Airlines,"Campbell River, Canada",Watery,North America,Canada,River,"Campbell River,",Unknown,Human Error,Unknown,No,Landing,15,0,4,Partial Survived,50.023071,-125.244153,
1969,Sep,Afternoon,Douglas DC-4 / USAF F-4E,Air Vietnam (South Vietnam)," Hoi An, Vietnam",Land,Asia,Vietnam,Unknown,Unknown,Unknown,External,Unknown,No,Landing,76,2,74,Partial Survived,15.8885853,108.3366575,
1969,Sep,Unknown,Boeing B-727-64,Mexicana,"Mexico City, Mexico",Land,North America,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,118,0,27,Partial Survived,19.3207722,-99.1514678,
1969,Sep,Unknown,Douglas DC-6B,Lloyd Aereo Boliviano," La Paz, Bolivia",Land,South America,Bolivia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,74,0,74,None Survived,-16.4955455,-68.1336229,
1969,Sep,Unknown,Boeing C-97,Nordchurchaid,"Uli, Nigeria",Land,Africa,Nigeria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,5,0,5,None Survived,5.4624508,6.1474935,
1969,Oct,Morning,Grumman C-2A,Military - U.S. Navy,Gulf of Tonkin,Watery,Unknown,Unknown,Gulf,Gulf,Unknown,Unknown,Unknown,No,Unknown,26,0,26,None Survived,19.5000383,107.364437,
1969,Oct,Evening,Beechcraft 65-B80,Metro Commuter - Air Taxi,"Denver, Colorado",Land,North America,United States,Unknown,Unknown,Colorado,Mechanical,Unknown,No,Landing,5,0,5,None Survived,39.7392364,-104.984862,
1969,Nov,Unknown,Douglas C-47B,Austin Airways,"Timmins, Ontario ,Canada",Land,North America,Canada,Unknown,Unknown,Ontario,Weather,Unknown,No,Unknown,4,0,2,Partial Survived,48.477473,-81.330414,
1969,Nov,Afternoon,Cessna 180H,Channel Flying Service - Air Taxi,"Point Alexander, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,2,0,2,None Survived,56.5108333,-132.9472222,
1969,Nov,Unknown,Antonov An-12TB,Aeroflot," Anderma, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,9,0,9,None Survived,35.058098,-118.5221198,Matched: Anderma
1969,Nov,Evening,Fairchild-Hiller FH-227B,Mohawk Airlines,"Mount Pilot Knob, Glen Falls, New York",Land,Unknown,New York,Unknown,Unknown,Glen Falls,Unknown,Clear,No,Unknown,14,0,14,None Survived,42.9639429,-78.743914,Matched: Glen Falls
1969,Nov,Morning,BAC VC-10-1101,Nigeria Airways," Ikeja, Nigeria",Land,Africa,Nigeria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,87,0,87,None Survived,6.5960605,3.340787,
1969,Dec,Evening,Douglas DC-6B,OlympiAirways," Keratea, Greece",Land,Europe,Greece,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,90,0,90,None Survived,37.8083817,23.9776656,
1969,Dec,Morning,Piper PA-23,Aroostook Air - Air Taxi,"Passadumkeag, Maine",Land,North America,United States,Unknown,Unknown,Maine,Unknown,Unknown,No,Landing,3,0,3,None Survived,45.1850947,-68.6132762,
1969,Dec,Morning,LTVF-8J,Military U.S. Navy," San Diego, California",Land,North America,United States,Unknown,Unknown,California,Mechanical,Unknown,No,Unknown,1,14,0,All Survived,32.7174202,-117.162772,
1969,Dec,Unknown,Douglas DC-6B,Air Vietnam (South Vietnam),"Nha Trang, Vietnam",Land,Asia,Vietnam,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,77,24,10,Partial Survived,12.2348769,109.1941443,
1969,Dec,Unknown,Douglas C-47A-25-DK,Air Laos," Luang Prabang, Laos",Land,Asia,Laos,Unknown,Unknown,Unknown,Weather,Fog,No,Landing,19,0,15,Partial Survived,19.8887438,102.135898,
