Year,Month,DayPeriod,Type,Operator,Location,LocationType,Continent,Country,WaterBodyType,WaterBodyName,FederalSubject,CauseCategory,WeatherCondition,Survivors,FlightPhase,Aboard,Ground,Fatalities,SurvivalSeverity,latitude,longitude,geocoded_info
1927,Nov,Unknown,Junkers F-13,Aero O-Y,Gulf of Finland,Watery,Europe,Finland,Gulf,The Gulf,Unknown,Unknown,Unknown,No,Unknown,6,0,6,None Survived,59.9125,26.2623,
1927,Nov,Unknown,Douglas M-4,National Air Transport,"Corunna, Indiana",Land,North America,United States,Unknown,Unknown,Indiana,Unknown,Unknown,No,Unknown,1,0,1,None Survived,41.4372721,-85.1471934,
1927,Dec,Unknown,Breguet 14,Aeropostale,"Almeria, Spain",Land,Europe,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived,36.8414197,-2.4628135,
1927,Dec,Unknown,Breguet 14,Aeropostale,"Abuerio, Spain",Land,Europe,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,0,1,None Survived,42.657,1.585,
1927,Dec,Unknown,LatÃƒÂ©coÃƒÂ¨re 23,Latecoere Airlines,France,Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived,46.603354,1.8883335,
1928,Jan,Unknown,Fairchild FC-2,Colonial Western Airlines,"Canajoharie, New York",Land,North America,United States,Unknown,Unknown,New York,Weather,Fog,No,Unknown,3,0,3,None Survived,42.9056288,-74.5718073,
1928,Jan,Unknown,Latecoere 25,Aeropostale,"Solis, Uruguay",Land,South America,Uruguay,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived,-34.7923733,-55.3837161,
1928,Jan,Unknown,Breguet 14,Aeropostale,"Tarragona, Spain",Land,Europe,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived,41.1172364,1.2546057,
1928,Jan,Unknown,Breguet 14,Aeropostale,France,Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,1,Partial Survived,46.603354,1.8883335,
1928,Jan,Unknown,Breguet 14,Aeropostale,"Almeria, Spain",Land,Europe,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,0,1,None Survived,36.8414197,-2.4628135,
1928,Feb,Unknown,Boeing 40,Boeing Air Transport,"Marquette, Nebraska",Land,North America,United States,Unknown,Unknown,Nebraska,Unknown,Unknown,No,Unknown,2,0,1,Partial Survived,41.0070132,-98.0114268,
1928,Mar,Unknown,Unknown,Unknown,"Rio de Janeiro, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived,-22.9110137,-43.2093727,
1928,Mar,Unknown,Farman F-60 Goliath,Air Union,"Cap Gris Nez, France",Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived,50.871,1.5829,
1928,Apr,Unknown,Boeing 40,Boeing Air Transport,"Federal, Wyoming",Land,North America,United States,Unknown,Unknown,Wyoming,Unknown,Unknown,No,Unknown,2,0,1,Partial Survived,38.8898202,-77.0402445,
1928,Apr,Unknown,Rohrbach Roland,Iberia Airlines,"Minuesa, Spain",Land,Europe,Spain,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,9,0,9,None Survived,39.6903253,-4.4273603,
1928,May,Unknown,Latecoere 26,Aeropostale,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,0,1,None Survived,26.492533,92.3308789,
1928,May,Unknown,Ford 4,Ford Air Freight Inc.,"Dearborn, Minnesota",Land,North America,United States,Unknown,Unknown,Minnesota,Unknown,Unknown,No,Unknown,2,0,2,None Survived,44.9194615,-93.3905915,
1928,May,Unknown,Junkers F-13,Deutsche Lufthansa,"Radevormwald, Germany",Land,Europe,Germany,Unknown,Unknown,Unknown,Human Error,Unknown,No,Unknown,5,0,3,Partial Survived,51.2029228,7.3571392,
1928,Jun,Unknown,AEGK,Deutsche Lufthansa,"Frankfurt, Germany",Land,Europe,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,5,0,5,None Survived,50.1106444,8.6820917,
1928,Jun,Unknown,Douglas M-4,National Air Transport,"Lebo, Kansas",Land,North America,United States,Unknown,Unknown,Kansas,Unknown,Unknown,No,Unknown,1,0,1,None Survived,38.4166818,-95.8530441,
1928,Jul,Unknown,Junkers F-13,Aero O-Y,Gulf of Finland,Watery,Europe,Finland,Gulf,The Gulf,Unknown,Unknown,Unknown,No,Unknown,6,0,6,None Survived,59.9125,26.2623,
1928,Jul,Unknown,Vickers 74 Vulcan,Imperial Airways,"Purley, England",Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived,51.3388112,-0.1158589,
1928,Jul,Unknown,Fokker (KLM) F.III,KLM Royal Dutch Airlines,"Waalhaven harbor, Rotterdam, Netherlands",Land,Europe,Netherlands,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,0,1,None Survived,51.88636,4.42779,
1928,Aug,Unknown,Ford 4-AT-B Tri Motor,British Columbia Airways,"Port Townsend, BC, Canada",Land,North America,Canada,Unknown,Unknown,BC,Weather,Fog,No,Unknown,7,0,7,None Survived,48.117,122.7604,
1928,Sep,Unknown,Bleriot Spad 56,CIDNA,"Toul, France",Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived,48.6762624,5.8941759,
1928,Sep,Unknown,de Havilland DH.50J,Qantas,"Adelaide Hills, Australia",Land,Oceania,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,1,Partial Survived,-34.9013511,138.8293202,
1928,Sep,Unknown,Fokker Super Universal,National Parks Airways,"Pocatello, Idaho",Land,North America,United States,Unknown,Unknown,Idaho,Unknown,Unknown,No,Unknown,7,0,7,None Survived,42.8620287,-112.450627,
1928,Sep,Unknown,Fokker FG III,Deutsche Lufthansa,"Heroldsbach, Germany",Land,Europe,Germany,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Unknown,3,0,3,None Survived,49.6925072,10.9995751,
1928,Oct,Unknown,Breguet 14,Aeropostale,"Gerona, Spain",Land,Europe,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived,41.9793006,2.8199439,
1928,Oct,Unknown,Douglas M-4,National Air Transport,"Polk, Pennsylvania",Land,North America,United States,Unknown,Unknown,Pennsylvania,Unknown,Unknown,No,Unknown,1,0,1,None Survived,41.3670014,-79.9292233,
1928,Oct,Unknown,Bleriot Spad 56,Air Union,"Valence, France",Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,1,Partial Survived,44.9332277,4.8920811,
1928,Nov,Unknown,Latecoere 32,Aeropostale,Gibraltar,Land,Unknown,Gibraltar,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,1,Partial Survived,36.1285933,-5.3474761,
1928,Nov,Unknown,Hamilton H-47,Universal Airlines,"Edgerton, Ohio",Land,North America,United States,Unknown,Unknown,Ohio,Weather,Snow,No,Unknown,3,0,3,None Survived,41.4487184,-84.7480385,
1928,Nov,Unknown,Douglas M-4,National Air Transport,"Bristolville, Ohio",Land,North America,United States,Unknown,Unknown,Ohio,Weather,Snow,No,Unknown,1,0,1,None Survived,41.3874649,-80.8692679,
1928,Nov,Unknown,Travel Air 4000,Continental Air Lines,"Edgerton, Ohio",Land,North America,United States,Unknown,Unknown,Ohio,Weather,Snow,No,Unknown,3,0,3,None Survived,41.4487184,-84.7480385,
1928,Dec,Morning,Ford 4-AT-B Tri Motor,Sunbeam Air Transport Co.,"Spur, Texas",Land,North America,United States,Unknown,Unknown,Texas,Unknown,Unknown,No,En Route,5,0,5,None Survived,33.4764767,-100.855685,
1928,Dec,Morning,Dornier Wal,Syndicato Condor,Brazil,Land,South America,Brazil,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,14,0,14,None Survived,-10.3333333,-53.2,
1928,Dec,Unknown,Junkers G24,Unknown,"Rio de Janeiro, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,6,0,6,None Survived,-22.9110137,-43.2093727,
1928,Dec,Unknown,Junkers G-31,Deutsche Lufthansa,"Letzlingen, Germany",Land,Europe,Germany,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,4,0,3,Partial Survived,52.4480374,11.4852603,
1928,Dec,Unknown,Douglas M-4,National Air Transport,"Huron, Ohio",Land,North America,United States,Unknown,Unknown,Ohio,Weather,Snow,No,Unknown,1,0,1,None Survived,41.1305303,-82.591828,
1928,Dec,Unknown,Fairchild FC-2,Interstate Airlines,"Chattanooga, Tennessee",Land,North America,United States,Unknown,Unknown,Tennessee,Unknown,Unknown,No,Take,4,0,4,None Survived,35.0457219,-85.3094883,
1928,Dec,Unknown,BlÃƒÂ©riot Spad 66,CIDNA,"Reims, France",Land,Europe,France,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,3,0,2,Partial Survived,49.2577886,4.031926,
1929,Jan,Unknown,Fairchild FC-2,Colonial Air Transport,"Stafford Springs, Connecticut",Land,North America,United States,Unknown,Unknown,Connecticut,Unknown,Unknown,No,Unknown,1,0,1,None Survived,41.9623876,-72.3129297,
1929,Jan,Unknown,Stearman C-38,Varney Air Lines,"Cove, Oregon",Land,North America,United States,Unknown,Unknown,Oregon,Unknown,Unknown,No,Landing,1,0,1,None Survived,45.2965257,-117.807987,
1929,Jan,Unknown,CMASA Wal,Aeroespresso,"Corfu, Greece",Land,Europe,Greece,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,2,Partial Survived,39.591337,19.8596189,
1929,Jan,Unknown,Travel Air 4000,Skyline Transportation Company,"Morgantown, West Virginia",Land,North America,United States,Unknown,Unknown,West Virginia,Unknown,Unknown,No,Unknown,1,0,1,None Survived,39.6296809,-79.9559437,
1929,Jan,Unknown,Latecoere 26,Aeropostale,Morocco,Land,Africa,Morocco,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived,28.3347722,-10.3713379,
1929,Mar,Unknown,Ford 5-AT-B Tri Motor,Colonial Western Airlines,"Newark, New Jersey",Land,North America,United States,Unknown,Unknown,New Jersey,Mechanical,Unknown,No,Unknown,15,0,14,Partial Survived,40.735657,-74.1723667,
1929,Mar,Morning,Fokker F-VIIA,New Standard Airlines,"Beaumont, California",Land,North America,United States,Unknown,Unknown,California,Weather,Fog,No,Unknown,4,0,4,None Survived,33.9299925,-116.9763092,
1929,Apr,Unknown,Ford 5-AT-B Tri-Motor / B-PW-9D,Maddux Airlines / Military - U.S.Army Air Force,"San Diego, California",Land,North America,United States,Unknown,Unknown,California,External,Unknown,No,Unknown,6,0,6,None Survived,32.7174202,-117.162772,
1929,May,Unknown,Fokker F-III,MALERT,Hungary,Land,Europe,Hungary,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived,47.1817585,19.5060937,
1929,May,Unknown,Cams 53,Aeropostale,Algiers,Land,Unknown,Algiers,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,5,0,4,Partial Survived,36.7729333,3.0588445,
1929,Jun,Unknown,Fokker F-X,Pan American Airways,"Santiago de Cuba, Cuba",Land,North America,Cuba,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,5,0,2,Partial Survived,20.0214263,-75.8294928,
1929,Jun,Unknown,Breguet 14,Aeropostale,"Barcelona, Spain",Land,Europe,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,1,Partial Survived,41.3825802,2.177073,
1929,Jun,Unknown,Handley Page W-10,Imperial Airways,"Dungeness, England",Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,13,0,7,Partial Survived,50.9141783,0.9728941,
1929,Jun,Unknown,Ford 5-AT-B Tri-Motor,Northwest Orient Airlines,"St. Paul, Minnesota",Land,North America,United States,Unknown,Unknown,Minnesota,Mechanical,Unknown,No,Unknown,8,0,1,Partial Survived,44.9497487,-93.0931028,
1929,Jun,Unknown,Domier Delphin III,Aero Lloyd,"Lake Constance, Switzerland",Watery,Europe,Switzerland,Gulf,Lake,Unknown,Unknown,Unknown,No,Landing,5,0,5,None Survived,47.4168537,9.4389655,
1929,Jun,Unknown,Travel Air 4000,Continental Air Lines,"Columbus, Ohio",Land,North America,United States,Unknown,Unknown,Ohio,Unknown,Unknown,No,Unknown,1,0,1,None Survived,39.9622601,-83.0007065,
1929,Aug,Unknown,Lockheed Vega,Middle States Airlines,"Clovis, New Mexico",Land,North America,United States,Unknown,Unknown,New Mexico,Unknown,Unknown,No,Unknown,4,0,4,None Survived,34.405472,-103.2050709,
1929,Aug,Unknown,Breguet 14,Aeropostale,"Perpignan, France",Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,0,1,None Survived,42.6985304,2.8953121,
1929,Aug,Unknown,Kalinin K-4,Ukvozduchput,"Sochi, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,0,1,None Survived,43.5854823,39.723109,
1929,Aug,Unknown,Fokker FG II,Deutsche Lufthansa,"Elm, Germany",Land,Europe,Germany,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,5,0,4,Partial Survived,52.1615728,10.8948364,
1929,Sep,Unknown,Lockheed Vega,Associated Aviators,"Needles, California",Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Unknown,2,0,1,Partial Survived,34.8383236,-114.603872,
1929,Sep,Unknown,Ford 5-AT-B Tri Motor,Trans Continental Air Transport,"Mount Taylor, New Mexico",Land,North America,United States,Unknown,Unknown,New Mexico,Weather,Thunderstorm,No,Unknown,8,0,8,None Survived,35.2386573,-107.6084018,
1929,Sep,Unknown,de Havilland DH-66 Hercules,Imperial Airways,"Jask, Iran",Land,Asia,Iran,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,5,0,3,Partial Survived,25.6436156,57.7745644,
1929,Sep,Unknown,Latecoere 25-3-R,Aeropostale,"Larache, Morocco",Land,Africa,Morocco,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,5,0,5,None Survived,35.1952327,-6.152913,
1929,Sep,Unknown,Fairchild 71,Pickwick Airways,"Jacumba, California",Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Landing,2,0,1,Partial Survived,32.6302081,-116.1750008,
1929,Sep,Unknown,Pitcairn PA-6 Mailwing,Colonial Air Transport,"Mountain Lamentation, Connecticut",Land,North America,United States,Unknown,Unknown,Connecticut,Unknown,Unknown,No,Unknown,1,0,1,None Survived,41.5992656,-72.74361,
1929,Oct,Unknown,Short Calcutta,Imperial Airways,"Spezia, Italy",Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,7,0,7,None Survived,45.0381379,7.6694758,
1929,Oct,Unknown,Stearman C-38,Continental Air Lines,"Mount Vernon, Ohio",Land,North America,United States,Unknown,Unknown,Ohio,Unknown,Unknown,No,Unknown,1,0,1,None Survived,40.3933956,-82.4857181,
1929,Oct,Unknown,Loening C-2C,Bremerton-Seattle Air Taxi / Gorst Air Lines," Bremerton, Washington",Land,North America,United States,Unknown,Unknown,Washington,Unknown,Unknown,No,Unknown,2,0,2,None Survived,47.5653663,-122.6246836,
1929,Nov,Morning,Lockheed Vega 5,Corp. Aeronautica de Transportes,"Cerro del Carbon, Mexico",Land,North America,Mexico,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,4,0,4,None Survived,20.4044622,-97.2892457,
1929,Nov,Unknown,Junkers G-24,Deutsche Lufthansa,"Godstone, Surrey, England",Land,Europe,England,Unknown,Unknown,Surrey,Weather,Fog,No,Unknown,8,0,7,Partial Survived,51.221863,-0.0565382,
1929,Nov,Unknown,Liore et Olivier 190,Air Union,"Corsica, France",Land,Europe,France,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,3,0,3,None Survived,42.1880896,9.0684138,
1929,Nov,Unknown,Stearman M-2 Speedmail,Varney Air Lines,"Vancouver, Washington",Land,North America,United States,Unknown,Unknown,Washington,Weather,Fog,No,Unknown,1,0,1,None Survived,45.6306954,-122.6744557,
1929,Dec,Unknown,Douglas M-3,National Air Transport,"Chagrin Falls, Ohio",Land,North America,United States,Unknown,Unknown,Ohio,Unknown,Unknown,No,En Route,1,0,1,None Survived,41.436589,-81.3855058,
1929,Dec,Unknown,Bernard 192,Aeropostale,Mediterranean Sea,Watery,Europe,Unknown,Sea,Mediterranean Sea,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived,35.0000035,19.9999957,
1929,Dec,Unknown,Arado V1,Deutsche Lufthansa,"Berlin, Germany",Land,Europe,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,3,0,2,Partial Survived,52.510885,13.3989367,
1929,Dec,Unknown,Travel Air B6000,Trans Continental Air Transport,"Amarillo, Texas",Land,North America,United States,Unknown,Unknown,Texas,Unknown,Unknown,No,Landing,5,0,5,None Survived,35.20729,-101.8371192,
1930,Jan,Unknown,Boeing 95,Boeing Air Transport,"Brownson, Nebraska",Land,North America,United States,Unknown,Unknown,Nebraska,Weather,Fog,No,Landing,1,0,1,None Survived,41.1874828,-103.1129824,
1930,Jan,Unknown,Farman 190,Air Orient,"Antananarivo, Madagascar",Land,Africa,Madagascar,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived,-18.9100122,47.5255809,
1930,Jan,Evening,Ford 5-AT-C Tri Motor,Maddux Airlines,"Oceanside, California",Watery,Unknown,Unknown,Ocean,"Oceanside,",Unknown,Weather,Unknown,No,En Route,16,0,16,None Survived,33.1958696,-117.379483,
1930,Jan,Unknown,Latecoere 25,Aeropostale,"Ceuta, Spain",Land,Europe,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived,35.894422,-5.3558174,
1930,Jan,Evening,Travel Air A6000A,Central  Airlines,"Kansas City, Kansas",Land,North America,United States,Unknown,Unknown,Kansas,Unknown,Unknown,No,Unknown,5,0,5,None Survived,39.1134562,-94.626497,
1930,Feb,Unknown,Pitcairn PA-6 Mailwing,Colonial Air Transport,"Hartford, Connecticut",Land,North America,United States,Unknown,Unknown,Connecticut,Unknown,Unknown,No,Unknown,1,0,1,None Survived,41.764582,-72.6908547,
1930,Feb,Unknown,Farman F-63,Air Union,"Marden, England",Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived,51.1768381,0.5031825,
1930,Apr,Unknown,Fairchild 71,Canadian Colonial Airways,"Jersey City, New Jersey",Land,North America,United States,Unknown,Unknown,New Jersey,Weather,Fog,No,Unknown,4,0,4,None Survived,40.7215682,-74.047455,
1930,May,Unknown,Latecoere 28,Aeropostale,Buenos Aires,Land,Unknown,Buenos Aires,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,3,Partial Survived,-34.6083696,-58.4440583,
1930,Jun,Unknown,Ford Tri-Motor 5,Colonial Air Transport,"Boston, Massachusetts",Land,North America,United States,Unknown,Unknown,Massachusetts,Unknown,Unknown,No,Take,15,0,1,Partial Survived,42.3554334,-71.060511,
1930,Jul,Unknown,Dornier Wal,Deutsche Lufthansa,"Bornholm, Denmark",Land,Europe,Denmark,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Unknown,8,0,5,Partial Survived,55.1431224,14.9226297,
1930,Jul,Unknown,Lockheed Vega 5,Cross Airways,"Arkansas Pass, Texas",Land,North America,United States,Unknown,Unknown,Texas,Weather,Fog,No,Unknown,5,0,5,None Survived,27.6457245,-98.0841724,
1930,Aug,Unknown,Ford 5-AT-C Tri Motor,Ceskoslovenske Aerolinie,"Jihlava, Czech Republic",Land,Unknown,Unknown,Unknown,Unknown,Czechoslovakia,Weather,Fog,No,Landing,11,0,10,Partial Survived,49.396064,15.5903065,
1930,Sep,Unknown,Sabca F-VII,Sabena,"Croydon, England",Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived,51.3713049,-0.101957,
1930,Sep,Unknown,Unknown,Western Canada Airways,"Southesk, Saskatchewan, Canada",Land,North America,Canada,Unknown,Unknown,Saskatchewan,Weather,Fog,No,En Route,3,0,3,None Survived,50.3271033,-102.2639593,
1930,Oct,Night,Royal Airship Works R-101,Military - British Air Ministry,"Beauvais, France",Land,Europe,France,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,54,0,48,Partial Survived,49.4300997,2.0823355,
1930,Oct,Morning,Messerschmitt M-20B,Deutsche Lufthansa,"Dresden, Germany",Land,Europe,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,8,0,8,None Survived,51.0493286,13.7381437,
1930,Oct,Unknown,Latecoere 28,Aeropostale,"Larache, Morocco",Land,Africa,Morocco,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived,35.1952327,-6.152913,
1930,Oct,Unknown,Lockheed Vega,Alaska-Washington Airways,"Prince Rupert, BC, Canada",Land,North America,Canada,Unknown,Unknown,BC,Unknown,Unknown,No,Unknown,3,0,3,None Survived,54.3126572,-130.32549,
1930,Oct,Unknown,Handley Page W-8,Imperial Airways,"Neufchatel, France",Land,Europe,France,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,6,0,3,Partial Survived,50.6188491,1.6306156,
1930,Oct,Unknown,Pitcairn PA-6 Mailwing,Embry Riddle Company,"Brookston, Indiana",Land,North America,United States,Unknown,Unknown,Indiana,Unknown,Unknown,No,Unknown,1,0,1,None Survived,40.6028144,-86.8672339,
1930,Nov,Unknown,Junkers G-24,Syndicato Condor,"Santos, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,1,Partial Survived,-23.9335988,-46.3286399,
1930,Dec,Unknown,Loening C-W Air Yaht,China National Aviation Corporation,"Shanghai, China",Land,Asia,China,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,6,0,4,Partial Survived,31.2312707,121.4700152,
1931,Jan,Unknown,Fokker F-VII,Sabena,"Melle, Belgium",Land,Europe,Belgium,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived,51.00303,3.7988833,
1931,Jan,Unknown,Boeing 40,Varney Air Lines,"Bluff Mountain, Washington",Land,North America,United States,Unknown,Unknown,Washington,Weather,Fog,No,Unknown,1,0,1,None Survived,46.4553899,-121.898979,
